Date,Store_ID,Product_ID,Category,Units_Sold,Unit_Price,Revenue,Stock_On_Hand,Promotion_Flag
2023-04-06,S002,P016,Dairy,13,15.17,197.21,167,0
2023-04-06,S002,P015,Dairy,7,88.98,622.86,199,0
2023-04-06,S002,P002,Bakery,7,14.07,98.49,169,0
2023-04-06,S003,P014,Beverages,7,56.76,397.32,153,1
2023-04-06,S003,P006,Beverages,10,76.97,769.7,199,0
2023-04-06,S003,P012,Snacks,9,11.06,99.54,149,1
2023-04-06,S003,P009,Bakery,9,72.92,656.28,83,0
2023-04-06,S003,P003,Bakery,19,35.19,668.61,142,1
2023-04-06,S003,P015,Snacks,20,87.1,1742.0,105,0
2023-04-06,S003,P007,Snacks,7,51.21,358.47,287,1
2023-04-06,S003,P002,Snacks,9,82.0,738.0,171,0
2023-04-06,S003,P010,Snacks,15,55.28,829.2,256,0
2023-04-06,S003,P008,Dairy,7,90.0,630.0,247,0
2023-04-06,S003,P004,Dairy,6,83.49,500.94,144,1
2023-04-06,S003,P020,Snacks,10,43.58,435.8,220,0
2023-04-06,S004,P005,Beverages,11,88.35,971.85,262,0
2023-04-06,S004,P013,Beverages,10,69.81,698.1,105,0
2023-04-06,S004,P017,Bakery,14,62.57,875.98,285,0
2023-04-06,S004,P012,Snacks,8,17.29,138.32,112,0
2023-04-06,S004,P001,Dairy,11,42.57,468.27,128,0
2023-04-06,S004,P018,Snacks,10,90.39,903.9,285,0
2023-04-06,S004,P015,Dairy,3,56.49,169.47,272,0
2023-04-06,S004,P010,Bakery,12,89.41,1072.92,53,0
2023-04-06,S004,P003,Bakery,8,25.36,202.88,247,0
2023-04-06,S004,P004,Dairy,8,65.47,523.76,103,0
2023-04-06,S004,P007,Bakery,14,23.51,329.14,164,1
2023-04-06,S004,P002,Dairy,10,49.88,498.8,277,0
2023-04-06,S005,P004,Snacks,6,33.6,201.6,84,0
2023-04-06,S005,P020,Dairy,5,55.63,278.15,248,0
2023-04-06,S005,P003,Bakery,11,47.0,517.0,289,0
2023-04-06,S005,P019,Snacks,7,61.91,433.37,179,1
2023-04-06,S005,P016,Snacks,14,41.06,574.84,286,0
2023-04-06,S005,P007,Snacks,7,24.74,173.18,199,0
2023-04-06,S005,P018,Dairy,9,41.07,369.63,203,0
2023-04-06,S005,P013,Dairy,12,64.86,778.32,210,0
2023-04-06,S005,P006,Dairy,9,98.13,883.17,78,0
2023-04-06,S005,P015,Dairy,11,91.05,1001.55,171,0
2023-04-06,S005,P002,Beverages,16,50.29,804.64,216,0
2023-04-06,S005,P009,Snacks,11,67.27,739.97,171,0
2023-04-06,S005,P017,Snacks,10,67.95,679.5,252,0
2023-04-07,S001,P009,Bakery,12,48.63,583.56,150,0
2023-04-07,S001,P007,Dairy,9,35.86,322.74,155,0
2023-04-07,S001,P017,Dairy,7,86.47,605.29,207,0
2023-04-07,S001,P016,Bakery,3,12.62,37.86,68,0
2023-04-07,S001,P003,Dairy,7,77.93,545.51,183,0
2023-04-07,S001,P002,Dairy,14,19.03,266.42,284,0
2023-04-07,S002,P015,Bakery,10,76.5,765.0,166,0
2023-04-07,S002,P016,Dairy,11,19.25,211.75,77,0
2023-04-07,S002,P002,Bakery,6,58.12,348.72,204,1
2023-04-07,S002,P001,Beverages,6,70.04,420.24,131,0
2023-04-07,S002,P012,Beverages,9,52.26,470.34,166,0
2023-04-07,S002,P018,Bakery,14,88.22,1235.08,139,0
2023-04-07,S002,P017,Beverages,11,92.99,1022.89,115,0
2023-04-07,S002,P019,Snacks,9,48.97,440.73,59,0
2023-04-07,S003,P020,Dairy,12,73.43,881.16,214,0
2023-04-07,S003,P019,Snacks,7,15.69,109.83,169,0
2023-04-07,S003,P008,Bakery,12,32.27,387.24,240,0
2023-04-07,S003,P002,Bakery,14,61.18,856.52,220,0
2023-04-07,S003,P014,Dairy,9,84.21,757.89,146,1
2023-04-07,S003,P007,Snacks,10,95.68,956.8,274,0
2023-04-07,S003,P018,Snacks,11,84.07,924.77,50,1
2023-04-07,S004,P017,Beverages,12,48.78,585.36,168,0
2023-04-07,S004,P016,Beverages,11,39.58,435.38,81,0
2023-04-07,S004,P011,Dairy,11,93.03,1023.33,95,0
2023-04-07,S004,P012,Snacks,9,89.42,804.78,207,1
2023-04-07,S004,P006,Dairy,11,57.31,630.41,136,0
2023-04-07,S004,P007,Bakery,10,48.88,488.8,210,0
2023-04-07,S004,P001,Snacks,12,21.28,255.36,205,0
2023-04-07,S004,P008,Snacks,10,93.85,938.5,109,0
2023-04-07,S004,P009,Dairy,18,68.01,1224.18,56,0
2023-04-07,S004,P019,Snacks,9,64.8,583.2,199,1
2023-04-07,S004,P014,Bakery,7,49.81,348.67,135,0
2023-04-07,S004,P004,Dairy,11,32.73,360.03,126,0
2023-04-07,S004,P018,Snacks,10,91.92,919.2,72,0
2023-04-07,S004,P015,Bakery,12,94.19,1130.28,277,0
2023-04-07,S005,P016,Bakery,11,65.38,719.18,264,0
2023-04-07,S005,P019,Dairy,12,54.73,656.76,51,1
2023-04-07,S005,P007,Beverages,17,66.46,1129.82,219,1
2023-04-07,S005,P005,Dairy,9,25.52,229.68,284,0
2023-04-07,S005,P020,Dairy,6,47.97,287.82,138,0
2023-04-07,S005,P014,Beverages,11,94.71,1041.81,162,1
2023-04-07,S005,P018,Snacks,11,81.81,899.91,244,0
2023-04-07,S005,P010,Beverages,6,34.73,208.38,101,1
2023-04-07,S005,P001,Dairy,8,38.63,309.04,131,0
2023-04-07,S005,P011,Beverages,8,97.45,779.6,238,0
2023-04-07,S005,P017,Dairy,10,50.65,506.5,178,0
2023-04-07,S005,P013,Beverages,8,63.74,509.92,234,0
2023-04-07,S005,P009,Dairy,5,18.74,93.7,141,1
2023-04-08,S001,P018,Dairy,12,76.22,914.64,229,0
2023-04-08,S001,P016,Snacks,10,10.07,100.7,205,0
2023-04-08,S001,P019,Snacks,8,26.8,214.4,295,0
2023-04-08,S001,P008,Beverages,8,60.77,486.16,218,0
2023-04-08,S001,P014,Beverages,9,58.01,522.09,121,0
2023-04-08,S001,P006,Beverages,7,94.4,660.8,155,1
2023-04-08,S001,P004,Beverages,13,56.7,737.1,207,0
2023-04-08,S001,P011,Bakery,7,11.43,80.01,105,0
2023-04-08,S001,P003,Dairy,7,24.18,169.26,137,0
2023-04-08,S002,P016,Dairy,12,22.84,274.08,78,0
2023-04-08,S002,P003,Bakery,7,98.43,689.01,170,1
2023-04-08,S002,P020,Dairy,14,18.87,264.18,177,0
2023-04-08,S002,P019,Beverages,9,42.62,383.58,297,0
2023-04-08,S002,P009,Bakery,13,10.91,141.83,284,0
2023-04-08,S002,P018,Snacks,8,49.46,395.68,85,0
2023-04-08,S002,P014,Snacks,12,92.15,1105.8,269,0
2023-04-08,S002,P002,Beverages,8,63.44,507.52,268,0
2023-04-08,S002,P013,Snacks,7,18.75,131.25,276,0
2023-04-08,S002,P006,Dairy,18,80.46,1448.28,236,0
2023-04-08,S002,P017,Snacks,7,62.48,437.36,281,0
2023-04-08,S002,P001,Snacks,12,27.5,330.0,176,1
2023-04-08,S002,P015,Snacks,12,43.04,516.48,113,0
2023-04-08,S002,P012,Snacks,6,46.18,277.08,90,0
2023-04-08,S003,P008,Dairy,9,78.66,707.94,245,0
2023-04-08,S003,P017,Dairy,6,73.51,441.06,211,0
2023-04-08,S003,P009,Bakery,13,89.84,1167.92,131,0
2023-04-08,S003,P019,Beverages,9,77.69,699.21,273,1
2023-04-08,S003,P012,Bakery,11,85.08,935.88,261,0
2023-04-08,S003,P004,Snacks,5,13.39,66.95,236,0
2023-04-08,S003,P007,Bakery,14,16.44,230.16,112,1
2023-04-08,S003,P003,Snacks,11,36.72,403.92,203,0
2023-04-08,S003,P015,Dairy,16,29.78,476.48,245,0
2023-04-08,S003,P018,Snacks,8,34.82,278.56,232,0
2023-04-08,S003,P006,Dairy,8,68.94,551.52,290,0
2023-04-08,S003,P014,Snacks,10,36.68,366.8,225,1
2023-04-08,S004,P001,Beverages,10,65.27,652.7,72,0
2023-04-08,S004,P013,Beverages,7,97.11,679.77,75,0
2023-04-08,S004,P006,Bakery,13,27.72,360.36,143,0
2023-04-08,S004,P004,Bakery,14,33.31,466.34,257,0
2023-04-08,S004,P016,Beverages,5,74.97,374.85,243,1
2023-04-08,S004,P020,Dairy,6,85.98,515.88,176,0
2023-04-08,S004,P003,Dairy,9,41.23,371.07,217,0
2023-04-08,S005,P005,Bakery,9,72.56,653.04,248,1
2023-04-08,S005,P019,Snacks,10,94.16,941.6,53,1
2023-04-08,S005,P002,Dairy,11,23.91,263.01,210,1
2023-04-08,S005,P013,Bakery,7,81.57,570.99,173,0
2023-04-08,S005,P018,Snacks,5,17.4,87.0,181,0
2023-04-08,S005,P015,Snacks,11,49.45,543.95,95,1
2023-04-08,S005,P003,Bakery,5,56.13,280.65,183,0
2023-04-08,S005,P012,Snacks,5,32.13,160.65,283,0
2023-04-08,S005,P001,Beverages,9,24.98,224.82,52,0
2023-04-08,S005,P017,Snacks,9,35.56,320.04,113,0
2023-04-08,S005,P011,Dairy,6,81.08,486.48,156,0
2023-04-08,S005,P006,Dairy,9,69.3,623.7,92,0
2023-04-09,S001,P020,Dairy,10,96.74,967.4,235,0
2023-04-09,S001,P005,Dairy,16,17.63,282.08,177,0
2023-04-09,S001,P008,Beverages,12,54.35,652.2,173,0
2023-04-09,S001,P019,Bakery,12,83.78,1005.36,158,1
2023-04-09,S001,P018,Beverages,6,98.12,588.72,83,0
2023-04-09,S001,P004,Beverages,12,56.77,681.24,228,0
2023-04-09,S001,P011,Beverages,12,91.44,1097.28,185,0
2023-04-09,S001,P013,Snacks,7,31.94,223.58,214,0
2023-04-09,S001,P016,Dairy,12,57.51,690.12,292,0
2023-04-09,S001,P006,Dairy,6,27.57,165.42,167,0
2023-04-09,S001,P017,Beverages,12,54.41,652.92,112,0
2023-04-09,S001,P015,Bakery,9,89.95,809.55,96,0
2023-04-09,S001,P014,Beverages,11,82.68,909.48,218,0
2023-04-09,S002,P017,Snacks,11,17.31,190.41,181,0
2023-04-09,S002,P006,Dairy,10,19.7,197.0,122,0
2023-04-09,S002,P002,Dairy,7,60.99,426.93,152,0
2023-04-09,S002,P014,Dairy,13,24.08,313.04,74,0
2023-04-09,S002,P007,Dairy,14,53.17,744.38,257,0
2023-04-09,S003,P002,Bakery,8,30.68,245.44,286,0
2023-04-09,S003,P013,Bakery,8,43.74,349.92,110,0
2023-04-09,S003,P004,Bakery,17,80.13,1362.21,283,1
2023-04-09,S003,P016,Dairy,13,76.5,994.5,263,0
2023-04-09,S003,P020,Snacks,8,78.54,628.32,260,0
2023-04-09,S003,P001,Snacks,12,23.78,285.36,294,0
2023-04-09,S003,P010,Bakery,6,11.09,66.54,269,1
2023-04-09,S004,P009,Bakery,12,59.93,719.16,196,0
2023-04-09,S004,P001,Snacks,7,57.32,401.24,58,0
2023-04-09,S004,P003,Snacks,11,99.13,1090.43,80,0
2023-04-09,S004,P015,Dairy,11,41.03,451.33,107,1
2023-04-09,S004,P019,Beverages,13,38.25,497.25,247,0
2023-04-09,S004,P008,Bakery,10,92.83,928.3,223,0
2023-04-09,S004,P011,Bakery,13,13.73,178.49,256,0
2023-04-09,S004,P002,Beverages,9,59.65,536.85,210,0
2023-04-09,S004,P007,Snacks,13,58.42,759.46,296,0
2023-04-09,S004,P006,Dairy,9,39.74,357.66,150,0
2023-04-09,S004,P016,Bakery,11,76.13,837.43,137,1
2023-04-09,S005,P006,Snacks,8,38.04,304.32,243,1
2023-04-09,S005,P003,Bakery,8,92.43,739.44,287,0
2023-04-09,S005,P008,Beverages,11,40.8,448.8,164,0
2023-04-09,S005,P001,Dairy,9,10.62,95.58,263,0
2023-04-09,S005,P018,Bakery,10,92.91,929.1,160,0
2023-04-09,S005,P012,Snacks,10,44.58,445.8,113,0
2023-04-09,S005,P017,Snacks,6,99.9,599.4,243,0
2023-04-09,S005,P016,Beverages,7,30.34,212.38,97,0
2023-04-09,S005,P020,Bakery,8,62.18,497.44,185,0
2023-04-09,S005,P014,Beverages,10,57.26,572.6,143,0
2023-04-09,S005,P010,Beverages,5,93.76,468.8,244,0
2023-04-10,S001,P008,Beverages,11,16.43,180.73,130,0
2023-04-10,S001,P018,Dairy,9,44.87,403.83,153,0
2023-04-10,S001,P020,Beverages,11,82.51,907.61,211,0
2023-04-10,S001,P003,Snacks,11,37.85,416.35,249,0
2023-04-10,S001,P004,Beverages,12,63.08,756.96,70,1
2023-04-10,S001,P001,Snacks,12,19.71,236.52,119,0
2023-04-10,S002,P010,Bakery,8,59.35,474.8,271,0
2023-04-10,S002,P020,Beverages,15,47.55,713.25,108,1
2023-04-10,S002,P006,Bakery,4,68.09,272.36,263,0
2023-04-10,S002,P016,Dairy,8,27.52,220.16,147,0
2023-04-10,S002,P005,Snacks,8,76.79,614.32,271,0
2023-04-10,S002,P017,Snacks,14,37.41,523.74,116,0
2023-04-10,S002,P009,Dairy,9,91.76,825.84,172,0
2023-04-10,S002,P011,Dairy,14,84.74,1186.36,296,0
2023-04-10,S002,P004,Beverages,12,71.84,862.08,266,0
2023-04-10,S002,P018,Dairy,18,57.55,1035.9,67,0
2023-04-10,S002,P014,Snacks,8,92.59,740.72,297,0
2023-04-10,S003,P014,Bakery,5,46.66,233.3,163,0
2023-04-10,S003,P002,Beverages,8,47.57,380.56,273,0
2023-04-10,S003,P012,Bakery,9,25.65,230.85,116,0
2023-04-10,S003,P009,Bakery,10,80.97,809.7,268,0
2023-04-10,S003,P011,Beverages,6,61.96,371.76,147,0
2023-04-10,S003,P003,Bakery,12,75.31,903.72,150,0
2023-04-10,S003,P004,Bakery,7,19.81,138.67,66,0
2023-04-10,S004,P003,Snacks,8,83.28,666.24,159,0
2023-04-10,S004,P018,Bakery,7,61.71,431.97,107,0
2023-04-10,S004,P017,Bakery,13,87.48,1137.24,228,1
2023-04-10,S004,P014,Dairy,6,31.82,190.92,73,0
2023-04-10,S004,P019,Snacks,7,73.53,514.71,107,0
2023-04-10,S004,P012,Snacks,9,34.37,309.33,164,0
2023-04-10,S004,P007,Snacks,7,82.23,575.61,226,1
2023-04-10,S004,P006,Dairy,12,33.16,397.92,94,0
2023-04-10,S005,P004,Bakery,5,93.8,469.0,219,0
2023-04-10,S005,P018,Dairy,17,40.39,686.63,82,0
2023-04-10,S005,P009,Beverages,6,24.07,144.42,129,0
2023-04-10,S005,P015,Snacks,16,61.03,976.48,157,0
2023-04-10,S005,P006,Bakery,8,55.26,442.08,221,0
2023-04-10,S005,P014,Snacks,14,94.55,1323.7,264,0
2023-04-10,S005,P013,Snacks,9,63.4,570.6,284,1
2023-04-10,S005,P001,Dairy,16,26.81,428.96,171,0
2023-04-10,S005,P005,Bakery,5,53.48,267.4,233,0
2023-04-10,S005,P017,Dairy,6,37.0,222.0,280,0
2023-04-10,S005,P020,Bakery,6,48.74,292.44,295,0
2023-04-10,S005,P008,Snacks,9,50.2,451.8,203,0
2023-04-10,S005,P010,Snacks,6,27.79,166.74,87,0
2023-04-11,S001,P007,Beverages,12,63.27,759.24,183,0
2023-04-11,S001,P001,Dairy,7,72.97,510.79,210,0
2023-04-11,S001,P003,Dairy,6,66.23,397.38,240,0
2023-04-11,S001,P008,Beverages,16,78.35,1253.6,292,0
2023-04-11,S001,P006,Bakery,8,41.24,329.92,293,0
2023-04-11,S002,P007,Dairy,15,21.37,320.55,284,0
2023-04-11,S002,P001,Snacks,14,92.33,1292.62,58,0
2023-04-11,S002,P008,Beverages,12,12.43,149.16,262,0
2023-04-11,S002,P010,Beverages,12,31.68,380.16,133,1
2023-04-11,S002,P014,Snacks,11,80.17,881.87,102,0
2023-04-11,S002,P006,Beverages,13,84.42,1097.46,106,0
2023-04-11,S002,P018,Bakery,11,54.29,597.19,191,1
2023-04-11,S002,P020,Beverages,9,44.96,404.64,168,0
2023-04-11,S002,P009,Dairy,9,35.74,321.66,203,0
2023-04-11,S002,P017,Beverages,11,85.56,941.16,267,0
2023-04-11,S002,P003,Bakery,13,22.61,293.93,280,0
2023-04-11,S002,P015,Beverages,9,47.0,423.0,105,0
2023-04-11,S002,P012,Dairy,9,22.04,198.36,292,1
2023-04-11,S003,P018,Dairy,13,85.79,1115.27,282,1
2023-04-11,S003,P020,Beverages,5,69.09,345.45,72,0
2023-04-11,S003,P019,Beverages,9,67.84,610.56,123,0
2023-04-11,S003,P016,Bakery,12,56.56,678.72,295,0
2023-04-11,S003,P010,Beverages,10,54.28,542.8,288,0
2023-04-11,S003,P008,Beverages,10,25.47,254.7,217,0
2023-04-11,S003,P017,Beverages,10,20.95,209.5,254,0
2023-04-11,S003,P003,Beverages,11,34.77,382.47,65,0
2023-04-11,S003,P014,Beverages,9,84.25,758.25,61,1
2023-04-11,S003,P015,Bakery,10,89.96,899.6,151,0
2023-04-11,S003,P007,Bakery,9,96.45,868.05,86,0
2023-04-11,S003,P009,Snacks,8,53.46,427.68,226,0
2023-04-11,S003,P005,Bakery,12,66.02,792.24,263,0
2023-04-11,S003,P006,Dairy,5,35.36,176.8,96,0
2023-04-11,S004,P002,Snacks,9,63.61,572.49,256,0
2023-04-11,S004,P016,Beverages,7,43.4,303.8,223,0
2023-04-11,S004,P005,Dairy,5,70.22,351.1,210,1
2023-04-11,S004,P018,Snacks,8,29.62,236.96,279,0
2023-04-11,S004,P008,Snacks,8,71.96,575.68,222,0
2023-04-11,S004,P013,Beverages,10,74.91,749.1,208,0
2023-04-11,S004,P019,Bakery,4,37.38,149.52,59,0
2023-04-11,S004,P001,Dairy,13,24.2,314.6,263,1
2023-04-11,S004,P006,Bakery,8,47.84,382.72,290,1
2023-04-11,S005,P010,Dairy,14,87.64,1226.96,196,0
2023-04-11,S005,P006,Snacks,7,24.38,170.66,184,0
2023-04-11,S005,P007,Dairy,11,86.69,953.59,133,0
2023-04-11,S005,P012,Beverages,6,20.06,120.36,154,0
2023-04-11,S005,P003,Bakery,5,99.8,499.0,269,1
2023-04-11,S005,P017,Dairy,15,54.33,814.95,120,0
2023-04-11,S005,P002,Beverages,8,87.77,702.16,261,0
2023-04-11,S005,P001,Snacks,10,29.67,296.7,141,0
2023-04-12,S001,P001,Snacks,9,19.5,175.5,235,0
2023-04-12,S001,P011,Bakery,13,20.52,266.76,281,0
2023-04-12,S001,P007,Snacks,11,93.12,1024.32,126,0
2023-04-12,S001,P013,Beverages,13,29.35,381.55,100,0
2023-04-12,S001,P020,Dairy,9,96.45,868.05,51,0
2023-04-12,S001,P015,Bakery,14,21.61,302.54,109,0
2023-04-12,S001,P009,Dairy,9,41.63,374.67,154,1
2023-04-12,S001,P010,Dairy,7,92.44,647.08,185,1
2023-04-12,S001,P006,Dairy,10,90.52,905.2,226,1
2023-04-12,S001,P016,Beverages,8,63.08,504.64,72,0
2023-04-12,S001,P019,Beverages,4,99.06,396.24,213,1
2023-04-12,S001,P003,Bakery,1,13.25,13.25,81,1
2023-04-12,S001,P012,Bakery,8,23.14,185.12,279,0
2023-04-12,S001,P008,Dairy,12,78.93,947.16,213,0
2023-04-12,S002,P010,Bakery,7,91.58,641.06,240,0
2023-04-12,S002,P008,Bakery,13,20.51,266.63,154,1
2023-04-12,S002,P020,Beverages,7,21.76,152.32,213,0
2023-04-12,S002,P004,Beverages,12,95.76,1149.12,189,1
2023-04-12,S002,P001,Snacks,9,78.66,707.94,254,0
2023-04-12,S002,P005,Snacks,12,36.44,437.28,186,0
2023-04-12,S002,P009,Snacks,16,70.43,1126.88,137,0
2023-04-12,S002,P014,Snacks,9,45.32,407.88,246,1
2023-04-12,S002,P002,Bakery,8,73.53,588.24,296,0
2023-04-12,S002,P015,Beverages,5,59.53,297.65,147,1
2023-04-12,S003,P002,Beverages,7,34.29,240.03,124,0
2023-04-12,S003,P013,Dairy,6,59.99,359.94,86,1
2023-04-12,S003,P001,Snacks,11,13.64,150.04,202,0
2023-04-12,S003,P017,Dairy,6,41.94,251.64,81,1
2023-04-12,S003,P015,Beverages,15,15.38,230.7,134,0
2023-04-12,S004,P007,Beverages,14,96.96,1357.44,235,0
2023-04-12,S004,P017,Snacks,11,58.67,645.37,181,0
2023-04-12,S004,P018,Dairy,10,64.74,647.4,188,0
2023-04-12,S004,P009,Beverages,7,35.38,247.66,94,0
2023-04-12,S004,P008,Bakery,11,17.6,193.6,292,0
2023-04-12,S004,P010,Beverages,9,47.32,425.88,235,0
2023-04-12,S004,P016,Beverages,5,98.18,490.9,148,0
2023-04-12,S004,P014,Bakery,15,75.69,1135.35,86,0
2023-04-12,S005,P001,Dairy,15,85.48,1282.2,156,0
2023-04-12,S005,P010,Snacks,8,37.06,296.48,116,0
2023-04-12,S005,P017,Snacks,7,34.71,242.97,123,1
2023-04-12,S005,P009,Snacks,10,29.17,291.7,177,0
2023-04-12,S005,P016,Snacks,13,92.44,1201.72,134,0
2023-04-12,S005,P018,Snacks,7,36.35,254.45,217,0
2023-04-12,S005,P020,Beverages,7,17.43,122.01,62,0
2023-04-12,S005,P014,Bakery,5,71.42,357.1,262,0
2023-04-12,S005,P007,Beverages,5,48.77,243.85,272,0
2023-04-12,S005,P011,Snacks,12,34.29,411.48,133,0
2023-04-12,S005,P019,Bakery,6,29.24,175.44,152,0
2023-04-13,S001,P006,Snacks,10,54.97,549.7,106,0
2023-04-13,S001,P020,Beverages,9,65.09,585.81,79,1
2023-04-13,S001,P009,Snacks,13,67.87,882.31,69,0
2023-04-13,S001,P018,Beverages,14,26.86,376.04,113,1
2023-04-13,S001,P012,Bakery,14,22.8,319.2,76,0
2023-04-13,S001,P013,Snacks,11,29.06,319.66,281,0
2023-04-13,S001,P004,Dairy,5,34.94,174.7,273,0
2023-04-13,S002,P019,Snacks,11,25.4,279.4,199,0
2023-04-13,S002,P002,Snacks,14,15.13,211.82,285,0
2023-04-13,S002,P006,Bakery,12,79.29,951.48,156,0
2023-04-13,S002,P004,Dairy,6,62.55,375.3,216,0
2023-04-13,S002,P010,Beverages,11,10.52,115.72,288,0
2023-04-13,S003,P016,Bakery,8,59.65,477.2,286,0
2023-04-13,S003,P011,Bakery,8,71.41,571.28,199,0
2023-04-13,S003,P007,Snacks,13,54.4,707.2,279,0
2023-04-13,S003,P009,Bakery,9,75.9,683.1,222,1
2023-04-13,S003,P005,Beverages,8,66.42,531.36,246,0
2023-04-13,S003,P010,Bakery,9,55.43,498.87,119,0
2023-04-13,S003,P006,Bakery,6,42.59,255.54,65,0
2023-04-13,S003,P012,Snacks,14,22.32,312.48,201,0
2023-04-13,S004,P008,Bakery,8,37.3,298.4,73,0
2023-04-13,S004,P015,Dairy,11,13.1,144.1,257,0
2023-04-13,S004,P017,Beverages,7,70.39,492.73,198,0
2023-04-13,S004,P016,Dairy,10,19.59,195.9,115,1
2023-04-13,S004,P005,Beverages,9,90.73,816.57,248,0
2023-04-13,S004,P019,Bakery,10,88.57,885.7,214,0
2023-04-13,S004,P013,Dairy,10,99.62,996.2,111,0
2023-04-13,S004,P020,Dairy,13,28.15,365.95,100,0
2023-04-13,S004,P001,Snacks,10,33.69,336.9,69,0
2023-04-13,S004,P006,Bakery,7,28.33,198.31,262,0
2023-04-13,S004,P011,Snacks,9,25.23,227.07,231,0
2023-04-13,S005,P016,Bakery,15,25.84,387.6,236,0
2023-04-13,S005,P019,Snacks,5,22.19,110.95,204,0
2023-04-13,S005,P007,Snacks,8,34.57,276.56,112,0
2023-04-13,S005,P011,Dairy,18,99.13,1784.34,215,0
2023-04-13,S005,P005,Bakery,7,18.69,130.83,203,0
2023-04-13,S005,P018,Beverages,11,37.99,417.89,172,0
2023-04-13,S005,P020,Snacks,8,15.07,120.56,152,0
2023-04-13,S005,P002,Snacks,9,54.1,486.9,50,1
2023-04-13,S005,P017,Bakery,6,61.94,371.64,111,0
2023-04-13,S005,P012,Dairy,10,40.92,409.2,115,0
2023-04-13,S005,P008,Dairy,11,80.78,888.58,158,0
2023-04-13,S005,P003,Dairy,8,58.56,468.48,71,0
2023-04-14,S001,P018,Bakery,15,71.8,1077.0,119,0
2023-04-14,S001,P015,Snacks,9,90.84,817.56,255,0
2023-04-14,S001,P017,Dairy,8,85.29,682.32,256,1
2023-04-14,S001,P019,Dairy,12,56.04,672.48,255,0
2023-04-14,S001,P014,Snacks,10,86.91,869.1,250,0
2023-04-14,S001,P011,Bakery,7,35.36,247.52,295,0
2023-04-14,S001,P010,Dairy,11,87.74,965.14,224,1
2023-04-14,S001,P016,Dairy,9,76.5,688.5,297,0
2023-04-14,S001,P003,Snacks,13,79.44,1032.72,242,0
2023-04-14,S002,P005,Snacks,6,53.79,322.74,88,0
2023-04-14,S002,P011,Beverages,6,17.46,104.76,196,1
2023-04-14,S002,P016,Beverages,10,67.28,672.8,240,0
2023-04-14,S002,P004,Bakery,9,93.65,842.85,275,0
2023-04-14,S002,P013,Beverages,13,24.33,316.29,268,0
2023-04-14,S002,P019,Snacks,13,15.81,205.53,170,1
2023-04-14,S002,P020,Bakery,11,43.86,482.46,171,0
2023-04-14,S003,P016,Snacks,7,32.0,224.0,278,0
2023-04-14,S003,P005,Beverages,13,29.08,378.04,270,0
2023-04-14,S003,P011,Bakery,9,36.8,331.2,125,0
2023-04-14,S003,P002,Beverages,11,67.96,747.56,71,1
2023-04-14,S003,P010,Snacks,10,31.73,317.3,205,0
2023-04-14,S003,P013,Snacks,7,67.04,469.28,218,1
2023-04-14,S003,P012,Bakery,8,35.52,284.16,169,0
2023-04-14,S003,P003,Beverages,11,81.25,893.75,138,0
2023-04-14,S003,P004,Snacks,10,29.38,293.8,211,0
2023-04-14,S003,P014,Beverages,7,78.54,549.78,53,0
2023-04-14,S003,P018,Snacks,7,64.4,450.8,110,0
2023-04-14,S003,P009,Snacks,14,89.71,1255.94,241,1
2023-04-14,S003,P001,Beverages,6,20.1,120.6,85,0
2023-04-14,S004,P001,Beverages,10,17.1,171.0,215,0
2023-04-14,S004,P007,Bakery,14,51.0,714.0,62,0
2023-04-14,S004,P020,Bakery,5,93.01,465.05,77,0
2023-04-14,S004,P018,Bakery,10,23.31,233.1,107,0
2023-04-14,S004,P011,Bakery,12,44.79,537.48,80,0
2023-04-14,S004,P002,Bakery,10,99.65,996.5,145,0
2023-04-14,S004,P013,Dairy,14,18.54,259.56,146,0
2023-04-14,S004,P012,Beverages,11,94.86,1043.46,126,0
2023-04-14,S004,P017,Dairy,7,82.03,574.21,282,0
2023-04-14,S004,P006,Bakery,6,52.96,317.76,279,0
2023-04-14,S004,P003,Dairy,16,36.13,578.08,255,0
2023-04-14,S005,P005,Dairy,12,31.47,377.64,63,0
2023-04-14,S005,P003,Beverages,15,48.28,724.2,258,0
2023-04-14,S005,P019,Bakery,14,29.84,417.76,268,0
2023-04-14,S005,P011,Snacks,10,61.61,616.1,65,1
2023-04-14,S005,P002,Snacks,12,65.11,781.32,205,0
2023-04-14,S005,P018,Beverages,11,40.42,444.62,298,0
2023-04-14,S005,P008,Snacks,10,28.39,283.9,232,1
2023-04-14,S005,P020,Snacks,12,19.77,237.24,57,0
2023-04-14,S005,P007,Bakery,7,93.64,655.48,276,0
2023-04-15,S001,P015,Dairy,12,10.39,124.68,284,0
2023-04-15,S001,P019,Beverages,13,16.0,208.0,137,0
2023-04-15,S001,P014,Snacks,5,34.75,173.75,171,0
2023-04-15,S001,P001,Dairy,8,59.21,473.68,259,1
2023-04-15,S001,P016,Snacks,10,67.53,675.3,282,0
2023-04-15,S001,P010,Bakery,8,54.87,438.96,198,0
2023-04-15,S001,P003,Dairy,3,15.52,46.56,284,1
2023-04-15,S001,P009,Bakery,11,75.9,834.9,110,0
2023-04-15,S002,P019,Beverages,11,57.68,634.48,262,0
2023-04-15,S002,P010,Beverages,14,74.53,1043.42,142,1
2023-04-15,S002,P012,Dairy,8,91.42,731.36,286,0
